id,title,image_link,country,years,director_description,leader,star,description,alltags,imdb,language,time_length
95549,狂恋,https://image.tmdb.org/t/p/w500/u3GYGkbZz7Jvbwp6Juz8dw8h8QP.jpg,France,1946,Georges Lacombe,玛琳·黛德丽/Jean Gabin/丹尼尔·盖林/Marcel Herrand/Odette Barencey,6.6,,犯罪/剧情/爱情,tt0038728,fr,115分钟
77,记忆碎片,https://image.tmdb.org/t/p/w500/rO9d5ES2v5h2xDDZzVWUfQwdZ42.jpg,United States of America,2000,克里斯托弗·诺兰,盖·皮尔斯/凯瑞-安·莫斯/乔·潘托里亚诺/小马克·布恩/拉什·费加,8.178,莱纳•谢尔比（盖伊•皮尔斯 饰）在家遭到歹徒的袭击，妻子被残忍的奸杀，自己脑部也受到严重的伤害。醒来后，他发现自己患了罕见的“短期记忆丧失症”，他只能记住十几分钟前发生的事情，为了让生活继续下去，更为了替惨死的妻子报仇，他凭借纹身、纸条、宝丽来快照等零碎的小东西，保存记忆，收集线索，展开了艰难的调查。,悬疑/惊悚,tt0209144,en,113分钟
269955,人间中毒,https://image.tmdb.org/t/p/w500/qa31thbbIM6ElyXMFfKXdt92RRr.jpg,South Korea,2014,金大佑,宋承宪/林智妍/曹汝贞/温朱万/柳海真,6.682,越战英雄军官金镇平（宋承宪 饰）新接收了一个部下荆宇真大卫（温朱万 饰），荆大卫的妻子钟佳欣（林智妍 饰）也随丈夫一同住进了军队官邸。镇平为佳欣的魅力所吸引无法自拔，以致发展出一段军中不伦之恋。该影片由执导过《方子传》、《淫乱书生》等影片的导演金大宇导演执导。一直以偶像形象示人的宋承宪首度挑战大尺度裸露戏份。,剧情,tt3303730,ko,132分钟
168816,Сладкая женщина,https://image.tmdb.org/t/p/w500/4LgQ5SZLj2UK6m0ealZS59yDqXa.jpg,Soviet Union,1976,Владимир Фетин,Наталья Гундарева/Пётр Вельяминов/奥列格·扬科夫斯基/Римма Маркова/Nina Alisova,4.1,,爱情/剧情/喜剧,tt0170592,ru,104分钟
331068,Furby Island,https://image.tmdb.org/t/p/w500/ryY1MabCkVes23kmWY7O1W2rx6V.jpg,未知,2005,Nick Woolfolk,Erika Hodges/Jacob Winkler/Stephan Jones/Mikki Scanlon/汤姆·诺维奇,4.0,,动画,tt0498908,en,45分钟
127139,玩乐时间,https://image.tmdb.org/t/p/w500/8uj1ixlfYXNBfQaaETyuJ2Ci8NR.jpg,United States of America,1995,Dale Trevillion,Jennifer Burton/David Elliott/Monique Parent/Craig Stepp/朱莉·斯特兰,2.9,,剧情/爱情,tt0110846,en,90分钟
42258,娼妇凯蒂,https://image.tmdb.org/t/p/w500/5dy2JOdQUY7KxX1c4FHrodHm8qx.jpg,Netherlands,1975,保罗·范霍文,Monique van de Ven/鲁格·豪尔/Andrea Domburg/Hannah de Leeuwe/Jan Blaaser,6.4,凯蒂出生于贫苦家庭，为生计所迫，与姐姐一同在妓院卖淫。一次在受雇于一名叫乔治的画家，充当其人体模特时，结识了年轻英俊的银行职员雨果并为之深深着迷。雨果亦心仪于凯蒂并为她赎身，眼看幸福将至，不料雨果为现实所驱而与富家小姐成婚，凯蒂得知后心绞如麻，在迷乱中偶然混进宣扬社会革命的示威队伍之中，又遇见了乔治和另一位贵族青年安德列。安德列勇敢坚定，坚决支持社会革命，在示威中不幸被枪击伤，凯蒂对他悉心照顾，并终于发现了她的真爱就在身边……,剧情/历史,tt0073233,nl,102分钟
28178,忠犬八公的故事,https://image.tmdb.org/t/p/w500/bJY4HwYR7rrWBqY4t1XofjhGnVh.jpg,United Kingdom/United States of America,2009,莱塞·霍尔斯道姆,理查·基尔/琼·艾伦/莎拉露瑪/田川洋行/埃里克·阿瓦里,8.012,八公 是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克 在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪 及女婿迈克尔 怀着无比沉痛的心情埋葬了帕克，可是不明就里的八公却依然每天傍晚五点准时守候在小站的门前，等待着主人归来……,剧情/家庭,tt1028532,en,93分钟
10681,机器人总动员,https://image.tmdb.org/t/p/w500/zuP5Iir0ip4cbpke8vKLmWdqJ6k.jpg,United States of America,2008,安德鲁·斯坦顿,本·贝尔特/艾丽莎·奈特/杰夫·格尔林/佛莱德·威拉特/约翰·拉岑伯格,8.104,公元 2700 年，人类文明高度发展，却因污染和生活垃圾大量增加使得地球不再适于人类居住。地球人被迫乘坐飞船离开故乡，进行一次漫长无边的宇宙之旅。临行前他们委托 Buynlarge 的公司对地球垃圾进行清理，该公司开发了名为 WALL·E（地球废品分装员的缩写）的机器人担当此重任。 这些机器人按照程序日复一日、年复一年辛勤工作，但随着时间的流逝和恶劣环境的侵蚀，WALL·E 们接连损坏、停止运动。最后只有一个仍在进行这项似乎永无止境的工作。经历了漫长的岁月，它开始拥有了自己的意识。它喜欢将收集来的宝贝小心翼翼藏起，喜欢收工后看看几百年前的歌舞片，此外还有一只蟑螂朋友作伴。直到有一天，一艘来自宇宙的飞船打破了它一成不变的生活…,动画/家庭/科幻,tt0910970,en,98分钟
1791,钢琴教师,https://image.tmdb.org/t/p/w500/wDZvgGJlUKwZxpfgHUU31eTBsEZ.jpg,France/Austria,2001,Michael Haneke,伊莎贝尔·于佩尔/Annie Girardot/伯努瓦·马吉梅尔/Susanne Lothar/Udo Samel,7.257,40岁的Erika Kohut（伊莎贝尔·于佩尔 Isabelle Huppert 饰）表面上是一个优雅的钢琴老师，外形独特、气质出众，但对学生却无比严厉。一切都是她面对自己的母亲无休止的折磨——专制又无理，令Erika的各种欲望都无法发泄。Erika每每躲在厕所用剃刀伤害自己以求快感，嗅着内裤上的味道以发泄欲望，还去租看色情录像带。于是当18岁英俊冲动的Walter（伯努瓦·马吉梅 Benoît Magimel 饰）闯进她的生活时，一切都改变了。他们互相需索互相慰藉，Erika以为她终于找到了自己的幸福，然而年少的Walter有一日厌倦了这种关系......,剧情/爱情,tt0254686,fr,131分钟
283995,银河护卫队2,https://image.tmdb.org/t/p/w500/ajjbmuCciJi9PJFeAVkL0LpHqX.jpg,United States of America,2017,詹姆斯·古恩,克里斯·帕拉特/佐伊·索尔达娜/戴夫·巴蒂斯塔/范·迪塞尔/布莱德利·库珀,7.612,　　火箭浣熊偷走了大祭司阿耶莎的能量电池，包括星爵、卡魔拉、德拉克斯在内的一行人遭到了后者派出的舰队的袭击。一个神秘人物乘坐着飞船救下了银河护卫队的众人，而驾驶着飞船的不是别人，竟然正是星爵的亲生父亲伊戈。 在伊戈的带领下，星爵、卡魔拉和德拉克斯来到了由伊戈一手制造的星球上，而剩下的成员们则着手修复损坏的飞船。那边厢，阿耶莎委托勇度抓住星爵替自己报仇，而卡魔拉亦渐渐发现了伊戈和善面目下隐藏的巨大阴谋。,科幻/冒险/动作,tt3896198,en,136分钟
1426729,תהיה חזק,https://image.tmdb.org/t/p/w500/eg5g4S7GV6isndmqvXXiyZpu8qw.jpg,Israel,2025,Doron Eran,朱迪·黑尔茨/塞尔玛·布莱尔/斯泰利奥·萨万特/Roy Vongtama/Shahar Taboch,0.0,,剧情,tt35635187,he,108分钟
12,海底总动员,https://image.tmdb.org/t/p/w500/kTpGpzK6s70IP1Ge9IHeWCmYneS.jpg,United States of America,2003,安德鲁·斯坦顿,艾伯特·布鲁克斯/艾伦·德杰尼勒斯/亚历山大·古尔德/威廉·达福/杰弗里·拉什,7.817,　　主角是一对可爱的小丑鱼(Clownfish)父子。父亲玛林和儿子尼莫一直在澳洲外海大堡礁中过着安定而幸福的平静生活。鱼爸爸玛林一直谨小慎微，行事缩手缩脚，虽然已经身为人父，却丝毫不会影响它成为远近闻名的胆小鬼。也正因为这一点，儿子尼莫常常与玛林发生争执，甚至有那么一点瞧不起自己的父亲。直到有一天，一直向往到海洋中冒险的尼莫，游出了他们所居住的珊瑚礁。正当尼莫想要舒展一下小尾巴的时候，一艘渔船毫不留情地将欢天喜地的尼莫捕走，并将它辗转卖到澳洲悉尼湾内的一家牙医诊所。在大堡礁的海底，心爱的儿子突然生死未卜的消息，对于鱼爸爸玛林来说却无异于晴天霹雳。尽管胆小尽管怕事，现在为了救回心爱的孩子，玛林也就只有豁出去了。它决心跟上澳洲洋流，踏上寻找自己儿子的漫漫征程。,动画/家庭,tt0266543,en,100分钟
39916,异形侵袭,https://image.tmdb.org/t/p/w500/eCUSieEikP6vt0dBbIKnEGpyEK2.jpg,Germany/Italy,1980,Luigi Cozzi,艾伦·迈克库洛奇/Louise Marleau/马里诺·梅瑟/Siegfried Rauch/Gisela Hahn,5.2,"所谓的无船员的船携带咖啡驶入纽约,但是当警察和一些科学家在船上发现了船员可怕的尸体和大量的盒子装满绿色虫蛋。爆炸的时候蛋温度升高和任何人谁接触的物质都会爆炸。现在政府介入和幸存的军官,一名上校和一名宇航员发现这些蛋可能与灾难性的火星任务有关。",科幻/恐怖,tt0082000,en,95分钟
362736,腥乐园,https://image.tmdb.org/t/p/w500/9Ch9KqxbQDyiUA0dqmy6ZXcbtKA.jpg,Canada,2015,Jesse Thomas Cook,Liv Collins/莎拉·鮑爾/蒂姆·伯德/Ari Millen/博伊德·班克斯,4.293,,恐怖,tt5080804,en,95分钟
296917,心理测量者 剧场版,https://image.tmdb.org/t/p/w500/2nSak3UREboupBdzbolau3nkPAN.jpg,Japan,2015,盐谷直义/本广克行,花泽香菜/关智一/野岛健儿/佐仓绫音/樱井孝宏,7.0,2112 年新人监视官常守朱和执行官狡噛慎也与以前发生的恶性案件的幕后黑手槙岛圣护相遇。槙岛圣护动摇了维持和平的系统的根基，质疑正义的存在。最后，狡啮对他执行了自己的正义，从此消失无踪。2116 年，日本政府开始向战乱国输入“Sibyl System（西比拉系统）”和无人驾驶机器人，企图让这个系统控制全世界。他们在处于内战状态的 SEAUn（东南亚诸国）实验性地导入了“Sibyl System”，令其治理下的水上都市“香巴拉弗洛特”短暂地得到了平稳和安定的生活。但是，SEAUn 却向日本派出了恐怖分子。恐怖分子偷偷潜入香巴拉弗洛特，企图对中枢发动攻击。其中出现了某名男子的身影。刑事课一系的常守朱奉命前往香巴拉佛洛特进行调查。为这片新土地带来正义的真相。,动画/科幻/动作,tt4219130,ja,114分钟
183955,夜舞男,https://image.tmdb.org/t/p/w500/bkUcRvEIH1SMARrlRjxQbGsuElp.jpg,Philippines,1994,Mel Chionglo,Alex del Rosario/Gandong Cervantes/Lawrence David/Luis Cortes/Richard Cassity,4.7,三位兄弟同时在酒吧里做舞男。大哥乔有妻儿，同时也有一个爱人，在家中，他必须肩负著养妻育女的重担，工作时，他又享受著被爱的幸福，他试图在两种生活上到平衡点。老二丹尼斯是个沉溺在糜烂生活的边缘人，除了当舞男外，他也干些不良勾当。老三桑尼擅长于挂观察察周遭的人、事、物，也有个人妖爱人。母亲是维系他们三人的主要力量，她是个坚强的传统女性，她非常清楚三个孩子的心态。从他们三个人踏入酒吧当舞男所接触到的声色犬马来映呼出生活的另一面。,剧情/犯罪,tt0111180,tl,100分钟
1232449,年轻的心,https://image.tmdb.org/t/p/w500/xBM7tSvDfw7kOgT8qh1mchjqPAJ.jpg,Belgium/Netherlands,2024,安东尼·沙特曼,卢·古森斯/马里乌斯·德·赛格/基尔特·范·朗拜博格/艾米莉·德·鲁/德克·凡·迪克,8.48,　　埃利亚斯是一个十四岁的男孩，在一个小村庄长大，他在这里感到自己像个局外人。在遇到新邻居兼同龄人亚历山大后，埃利亚斯开始面对自己逐渐显露的性意识。,剧情/爱情,tt15245268,nl,97分钟
313867,小乌龟是如何长大的,https://image.tmdb.org/t/p/w500/uaz3IDv0AWJvzUuGucTQAFNbqxx.jpg,United Kingdom,2015,德芙拉·沃尔什,詹姆斯·科登/达斯汀·霍夫曼/朱迪·丹奇/Salo Gardner/拉腊·罗西,6.7,霍比（达斯汀·霍夫曼 Dustin Hoffman 饰）辛辛苦苦了一辈子，终于迎来了退休的年纪。从繁忙的工作岗位返回闲适的家庭之中，霍比表面上风平浪静，但内心里始终有着隐隐的失落，很不是滋味。  　　一次偶然中，霍比在电梯里遇见了邻居苏维尔（朱迪·丹奇 Judi Dench 饰），一下子，他便被这个个性开朗而又热情的老太太给深深的吸引住了。霍比真真切切的感觉到，已到花甲之年的自己，再一次的坠入了爱河。虽然霍比和苏维尔常常会拉拉家常，但两人之前的关系似乎并没有什么进展。霍比在无意之中得知了苏维尔的烦恼，她所养的一只小乌龟总是长不大，霍比决定利用这个烦恼为突破口，拉近两人的关系。,爱情/喜剧,tt3205394,en,87分钟
9982,四眼天鸡,https://image.tmdb.org/t/p/w500/kAHLnXDbbDXztxUcokHx5RoSyVy.jpg,United States of America,2005,马克·丁戴尔,扎克·布拉夫/加里·马歇尔/Don Knotts/艾米·塞达里斯/斯蒂夫·扎恩,5.903,　小鸡玛德机灵聪明，可是一直胆小怕事，戴着一幅笨重的大眼镜常常受到朋友们的捉弄和讥笑。一天它看到了天上忽然落下了一块碎片，以为是天要塌下来了，它到处惊慌的通知大家，一如既往惹来了众人的嘲笑。回到家里也只有爸爸与好朋友的鼓励。它一直以爸爸为榜样，希望能像爸爸那样成为一个杰出的棒球运动员，好不容易得到了一个出赛的机会，就算大家都认为它没法帮球队胜出比赛，但是它做到了。　　没想到它遇到了从外太空来的生物，就算它继续受到嘲笑它仍坚持自己眼睛看到的东西，地球受到了另一个星球的攻击，就是为了要找会误留在地球的孩子，而玛德又能否帮助小家伙找回自己的父母呢？玛德又是否依然被人嘲笑嘲弄呢？,动画/家庭/喜剧,tt0371606,en,81分钟
260346,飓风营救3,https://image.tmdb.org/t/p/w500/p1HFaMIoqwrGnSLewJW4dcDH6EO.jpg,France/United States of America/Spain,2014,奥利维尔·梅加顿,连姆·尼森/福里斯特·惠特克/玛姬·格蕾斯/多格雷·斯科特/法米克·詹森,6.264,连姆·尼森所扮演的硬汉特工布赖恩与前妻诺尔破镜重圆，岂料好景不长。诺尔在家里被谋杀，而布赖恩成了杀妻凶手。带着满腔的愤怒，布赖恩以熟练的身手躲开CIA，FBI和警方的追捕。这一次，布赖恩将会运用他的特别技巧寻找真正的凶手，以独特的方法伸张正义，并保护唯一一个对他对最重要的人——他的女儿小金。,惊悚/动作,tt2446042,en,109分钟
171045,Dead End,https://image.tmdb.org/t/p/w500/2mzBjQF5zUYwBBBozG7WHE5zvDr.jpg,United Kingdom,2012,Nicholas David Lean,杰米·福尔曼/威尔·约翰逊/Jon Campling/Angela Dixon/Frances Speedie,3.9,,恐怖/惊悚,tt2393817,en,82分钟
562,虎胆龙威,https://image.tmdb.org/t/p/w500/5QwtAA3tZSp0M2T4Vnvhh2j0PvF.jpg,United States of America,1988,约翰·麦克蒂尔南,布鲁斯·威利斯/艾伦·瑞克曼/亚历山大·乔杜诺夫/邦妮·贝黛莉亚/雷金纳德·维尔约翰逊,7.802,警探约翰·麦卡伦从纽约来到洛杉矶，见他分别已有半年之久的妻子霍莉。他被邀请参加在一栋大厦的30层举行的圣诞晚会。然而一群匪徒却打起了大厦金库中存有的六亿多元公债券的主意。他们封锁了大楼，将参加晚会的人扣作人质。麦卡伦侥幸逃脱，只身与匪徒们展开了周旋。,动作/惊悚,tt0095016,en,132分钟
1124619,双面伴娘,https://image.tmdb.org/t/p/w500/cEgbgfJf6qo25hMH1EwQbmG7lew.jpg,United States of America/Cyprus,2025,西蒙·韦斯特,蕾蓓尔·威尔森/安娜·坎普/安娜·克伦斯基/达文·乔伊·伦道夫/Gigi Zumbado,5.584,作为秘密特工的萨姆真实的身份无法被别人知晓，哪怕是自己身边的好友都不知道。这次，萨姆面临一项艰巨且陌生的任务：为儿时最好的朋友当伴娘。从未参加过此类活动的萨姆在婚礼现场感到极度的不舒适。她没法适应这样打扮的自己以及这种没有人可以交流的场合。就在她尴尬踌躇之际，一伙犯罪分子潜入会场。他们得知现场有许多的金子便起了打劫的念头。眼看自己好友的婚礼即将被毁于一旦，而且众人的性命也将受到威胁。萨姆终于展示自己的本领，利用自己特工的过人身手和机警的思维成功保护了大家，击退坏人，等到了警察的救援。,动作/喜剧,tt21317634,en,105分钟
1391153,极度召唤,https://image.tmdb.org/t/p/w500/6WTcQ95kWMLBi4HtxopXUW3QIsE.jpg,Indonesia,2025,Hadrah Daeng Ratu,Yunita Siregar/Dinda Kanyadewi/Tarra Budiman/Djenar Maesa Ayu/Kawai Labiba,7.4,,恐怖/惊悚,tt36984240,id,98分钟
1168719,寂静的朋友,https://image.tmdb.org/t/p/w500/rczMhdxYYrF8Zc3tnQ63h8ZLQec.jpg,France/Germany/Hungary/China/Belgium,2026,Ildikó Enyedi,梁朝伟/蕾雅·赛杜/卢娜·韦德勒/Enzo Brumm/西尔维斯特·格罗斯,0.0,影片以德国中世纪大学城马尔堡的植物园为背景，讲述100多年来与一棵银杏树有关的三个故事。2020年，来自香港的神经科学家Tony（梁朝伟 饰）因疫情被困在德国大学城，除了一颗银杏树与一个无法沟通的保安之外，他孤身一人。在一位同好（蕾雅·赛杜 饰）的鼓励下，开始了一段新实验。,剧情,tt27811632,de,145分钟
605722,遥远之处,https://image.tmdb.org/t/p/w500/5ETYVgEycUftbAmE1kv0STTIhb6.jpg,United States of America/India,2024,威尔·斯佩克/乔什·戈登,安东尼·拉莫斯/娜奥米·斯科特/克里斯托弗·海维尤/扎克瑞·昆图/伊兹·琼斯,6.516,故事讲述一个小行星矿工在陌生行星迫降后，必须与新环境的挑战作斗争，设法穿过恶劣的地形找到唯一幸存者———一个被困在逃生舱里的女人。本片由[冰刀双人组]导演威尔·斯佩克、乔什·戈登直执导，斯宾塞·科恩撰写剧本，,科幻/喜剧/动作,tt9883398,en,87分钟
56379,海滨度假屋,https://image.tmdb.org/t/p/w500/6LRWYGrUjT6zTwDmfrDgJ9R3H8Z.jpg,Italy,1977,Sergio Citti,Ugo Tognazzi/Mariangela Melato/Anna Melato/Gigi Proietti/Paolo Stoppa,6.369,夏天的星期天，在罗马海岸的一座海滨小屋里。许多人和故事：女子篮球队，两名痴迷体育的士兵，两名男子带着他们的女朋友和一个有大秘密的牧师，一对老年夫妇带着他们怀孕的孙女，以及一对想要第一次做爱的订婚夫妇。,喜剧,tt0075815,it,106分钟
1116490,套现,https://image.tmdb.org/t/p/w500/4VwC0fqQSrhJ00cLA4QYK15Q9Zw.jpg,United States of America,2024,Randall Emmett,约翰·特拉沃尔塔/克里斯汀·戴维斯/卢卡斯·哈斯/Quavo/伯纳德·怀特,6.241,犯罪头目梅森（Mason）正准备执行一生中最大的一笔生意，但他的情人兼团队关键成员迪克（Decker）却背叛了团队，揭露自己是国际刑警卧底。梅森伤心欲绝，逃脱并退出犯罪生涯，直到他的弟弟肖恩（Shawn）一人独挑大梁，冒险进行一场大银行抢劫。梅森别无选择，只能出手相救，而国际刑警则希望通过逮捕迪克来让他感到恐慌。在特警队冲进银行之前，梅森必须动用他所有的技能，不仅要带着战利品逃脱，还要挽回他生命中的爱情。,动作/惊悚,tt24131288,en,90分钟
930094,星条红与皇室蓝,https://image.tmdb.org/t/p/w500/iQlzHf5kHZHHHwkZDLfDuBNlPQo.jpg,United States of America,2023,Matthew López,泰勒·扎克哈尔·佩雷斯/尼古拉斯·加利齐纳/乌玛·瑟曼/小克利夫顿·克林斯/Rachel Hilson,7.943,本片改编自《纽约时报》同名畅销书，故事围绕美国总统之子亚历克斯和英国王子亨利展开。亚历克斯和亨利的长期不和威胁到了美英两国的关系。当这对冤家被迫“实施阶段性休战”时，他们冰冷的关系开始解冻，他们之间的摩擦也引发了比他们预想中更深刻的关系。,喜剧/爱情,tt10172266,en,118分钟
737779,圣诞城堡酒店,https://image.tmdb.org/t/p/w500/6ZgaL0HewMSMlvV6FHXG7VwtTMe.jpg,Canada/United States of America,2020,Michael Robison,Merritt Patterson/盧克·麥克法蘭/Jesse Hutch/Julia Benson/杰西卡·斯蒂恩,6.3,　　世界著名钢琴家玛戈特回到纽豪斯城堡与家人一起度假，并与一位帮助她重新发现自己对音乐的热情的前男友团聚。,爱情/电视电影,tt13350688,en,84分钟
1262299,El Apocalipsis de san Juan,https://image.tmdb.org/t/p/w500/zzXU586n4uDBgMtVMPPQW7UJwu8.jpg,Argentina,2024,Patricio Dondo/Simón Delacre,Ricardo Castro/Miguel Angel Marchessi/Héctor Hugo Larriera/Carlos Secilio,8.383,,纪录/历史,tt31353337,es,110分钟
948829,Son of Border Crisis,https://image.tmdb.org/t/p/w500/km3uYdeu91SyXZPJ17CTpbOI8PP.jpg,United States of America,1992,Isaac Artenstein,Guillermo Gómez-Peña,0.0,,,,en,16分钟
61985,西行记,https://image.tmdb.org/t/p/w500/oElXscst8xmymgROqsMMz2TZliV.jpg,United States of America,1935,Robert N. Bradbury,约翰·韦恩/Q7493014/Frank McGlynn Jr./Jim Farley/Bradley Metcalfe,5.3,Ballard的跳伞攻击Wyatt公司的货车，杀死年轻的约翰的父母，绑架他的弟弟吉姆。 在内战后的加利福尼亚州，约翰·怀亚特，拉在一起的警察团队，唱歌骑手，谁都骑白马，衣服一样，骑小径唱歌和圆润的帮派帮派。 同时，约翰一直在寻找谋杀他父母的帮派。,历史/西部,tt0027200,en,59分钟
1244039,Butchers Book Two: Raghorn,https://image.tmdb.org/t/p/w500/uSLYBuDTHpTAJI9vcm2brMu4J9H.jpg,Canada,2024,Adrian Langley,Nick Biskupek/Michael Swatton/Sam Huntsman/Hollie Kennedy/Corgand Janeway-Svendsen,4.684,,恐怖,tt27911892,en,88分钟
9387,野蛮人柯南,https://image.tmdb.org/t/p/w500/qw2A587Ee61IwcSOLNFRhuOACZZ.jpg,United States of America,1982,约翰·米利厄斯,阿诺德·施瓦辛格/詹姆斯·厄尔·琼斯/马克斯·冯·西多/桑达尔·伯格曼/本·戴维森,6.807,　　故事发生在远古的洪荒年代。柯南的父母在他小时候就被暴徒残害致死，柯南自幼就无依无靠，孤身一人长大。或许老天见他可怜，赐予了他无穷的力量。当柯南长大后，他遇到了一位神秘的长者，这名长者教授了他一身武艺。出师后，柯南开始独自闯荡江湖。  　　柯南随后在与女巫的斗争中获得了一把威力无穷的“王者之剑”，凭着高超的武艺和这把剑，柯南成了远近文明的剑客。不幸随之而来，柯南痛失了挚爱。邪恶的皇后为了将公主从巫师手中夺回，以公主的血献祭来使自己永保王位，要求柯南抢回公主。在得知只有皇后的魔法能使爱人死而复生后，柯南踏上了寻找公主之路...,冒险/奇幻/动作,tt0082198,en,130分钟
1367575,烈火交锋,https://image.tmdb.org/t/p/w500/cMeQ3cpf7MqWJRxBthSvP2U0lze.jpg,United States of America,2025,Matt Shapira,David A.R. White/小库珀·古丁/卡特里娜·鲍登/杰森·帕特里克/Scott Baio,6.077,　　前联邦调查局特工杰克在妻子去世后抛下一切，一心一意照顾两个女儿。尽管家庭生活充实幸福，但杰克仍怀念过去那种着能够产生影响力、有所作为的日子，一直考虑着重返警队。当他昔日搭档的侄女杰米打电话向他求助时，他再次被卷入了一个充满危险、腐败与阴谋的世界。,动作/惊悚,tt33712667,en,86分钟
214493,伊希斯重生：女木乃伊的诅咒,https://image.tmdb.org/t/p/w500/RLnhthMaG2iLZl3Y8bqqsX8Qox.jpg,United States of America,2013,Lisa Palenica,Priya Rai/Seth Gandrud/James Bartholet/William 'Bill' Connor/Aria Song,2.4,,恐怖,tt2441232,en,79分钟
471493,打车惊魂,https://image.tmdb.org/t/p/w500/l91ZgVvWGDTo9vliXMuOxClNcUx.jpg,United States of America,2017,Brian Frank Visciglia,Jessica Serfaty/David Wachs/Ronnie Alvarez/Kyle Thomas Schmidt/Veronica Loren,4.4,科技使我们关系更紧密，但也使陌生人可以窥探我们的生活。你能多信任一个人？随着打车服务的发展，你永远不知道谁会坐上车，也不知道自己能否下得去。。。,惊悚/恐怖/犯罪,tt5339418,en,84分钟
863,玩具总动员2,https://image.tmdb.org/t/p/w500/8BnAcoGbLvya0x4b0t3n8YBkUT0.jpg,United States of America,1999,约翰·拉塞特,汤姆·汉克斯/蒂姆·艾伦/琼·库萨克/凯尔塞·格拉玛/唐纳德·杰伊·里克尔斯,7.604,胡迪和巴斯光年等一班玩具们经历了上回的历险后友谊日益增强。同时，多迪的看家狗也成为了他们要好的朋友，大家在一起真是其乐融融。一天，胡迪不幸失足掉到院子里，被经过的一个胖玩具商偷走，并把他带回到了一个玩具工厂。当胡迪惊恐万分急着要逃出工厂时，却发现这里有许多的牛仔玩具，并且他们见到胡迪后显得十分激动。原来，这些玩具都是胖玩具商搜罗来的，他们是过去一部热门卡通片中的人物，这里就缺少胡迪这个主角了。为了让胡迪明白自己的身世，他们为胡迪播放了牛仔卡通片的剧集，胡迪这才知道了自己过去的很多英雄故事，也才知道这些玩具都是当年和自己一起出道的伙伴，同时他还知道了一个他不安的消息，胖玩具商将要把他和这些牛仔伙伴一块儿被卖到日本的一家玩具博物馆去！在家里所有的玩具都很担心胡迪，因此巴斯光年自告奋勇去寻找胡迪，但是当他们在玩具工厂找到胡迪时，他却似乎不再愿意回去过那平凡的生活……,动画/喜剧/家庭,tt0120363,en,92分钟
498162,霜冻将至,https://image.tmdb.org/t/p/w500/AjAqbWGDytSPDU1aoT191IKGhRE.jpg,Denmark,2019,迈克尔·诺尔,加斯帕·克里斯滕森/Clara Rosager/马格努斯·克雷佩/Ghita Nørby/埃利奥特·霍夫·克罗斯特,6.167,,剧情,tt7523180,da,104分钟
726703,Waimea,https://image.tmdb.org/t/p/w500/w1qVWhfKrHmtactBuez9cEI6Xjc.jpg,未知,2020,Steve Herold,Kevin Kolack/Patricia Damon/Charley Tucker/Ronelle Thomas/Dan Truman,0.0,,喜剧,tt10403250,en,10分钟
1020094,嗨翻时空,https://image.tmdb.org/t/p/w500/pTRfeB6TOupCpQ7lfTCYVE3Dzi.jpg,Australia,2023,Sam Odlum,芙蕾雅·廷利/Charles Grounds/Joshua Morton/伊莉丝·詹森,6.077,最好的朋友丹尼丝和约翰尼被迫同意偷取毒品以偿还它们欠毒品贩子的债务，结果发现被困在了一个疯子的身边，无路可逃。约翰尼决定尝试新毒品，却立刻穿越回到了过去，由此而引发了一系列令人震惊的未来事件。,科幻/犯罪/惊悚,tt21081126,en,93分钟
1244953,信任,https://image.tmdb.org/t/p/w500/oHCbqQ61PFvB6uZdcyRFbFZb4dU.jpg,United States of America,2025,Carlson Young,苏菲·特纳/Rhys Coiro/比利·坎贝尔/彼得·门萨/福勒斯特·古德勒克,5.8,一个年轻女演员被曝私照丑闻，更被她信任的男人所害，卷入一场残酷的生死游戏，“你可以躲藏，但你跑不了。”,惊悚,tt31314745,en,86分钟
296096,遇见你之前,https://image.tmdb.org/t/p/w500/1iEP0JPRRe35dCe9MAZZWG7WtiA.jpg,United States of America,2016,西娅·沙洛克,艾米莉亚·克拉克/山姆·克拉弗林/珍妮特·麦克蒂尔/查尔斯·丹斯/布兰登·科伊尔,7.926,小露是一个年轻又活泼的小镇女孩，不久前突然被咖啡馆解雇，家境不好，学历不高的她，无奈之下只好接下一份需要细心与专业技巧的工作：成为一名四肢瘫痪病人的全职看护。到了病人家中，她才发现看护对象是一名因车祸导致全身瘫痪的年轻人威尔·特雷纳。威尔年轻英俊，博学富有，过去热爱旅行冒险，却因一场车祸而一蹶不振，变得自暴自弃又愤世嫉俗；生性乐观的小露向他展示生命的美好。为了让威尔重新展开笑颜，小露使出浑身解数，两人都得到宝贵的的意外收获，重新找到人生与心灵的归属。,剧情/爱情,tt2674426,en,110分钟
